data,bairro,tipo_crime,quantidade,zona,fonte,latitude,longitude,observacoes
2024-08-28,Jardim Carvalho,Furto,,Leste,Modelo UFRGS (estimado),-30.12053623779977,-51.23822655072248,Dados estimados baseados no modelo UFRGS para Jardim Carvalho
2024-08-28,Farrapos,Lesão corporal,,Norte,Modelo UFRGS (estimado),-29.99113292847518,-51.18537218603629,Dados estimados baseados no modelo UFRGS para Farrapos
2024-08-28,Getúlio Vargas,Outros,,Leste,Modelo UFRGS (estimado),-30.10327635685868,-51.29865560845028,Dados estimados baseados no modelo UFRGS para Getúlio Vargas
2024-08-28,Vila Jardim,Lesão corporal,,Leste,Modelo UFRGS (estimado),-30.08189071900626,-51.18471980847491,Dados estimados baseados no modelo UFRGS para Vila Jardim
2024-08-29,Chácara do Banco,Homicídio,,Oeste,Modelo UFRGS (estimado),-29.97531832125248,-51.22747948783727,Dados estimados baseados no modelo UFRGS para Chácara do Banco
2024-08-30,Campo da Tuca,Roubo,,Leste,Modelo UFRGS (estimado),-30.02644533331105,-51.15018320865831,Dados estimados baseados no modelo UFRGS para Campo da Tuca
2024-08-30,Vila dos Comerciários,Roubo,,Norte,Modelo UFRGS (estimado),-30.022634741777264,-51.28180858611729,Dados estimados baseados no modelo UFRGS para Vila dos Comerciários
2024-08-30,São Sebastião,Furto,,Leste,Modelo UFRGS (estimado),-30.056630202024948,-51.25880548614338,Dados estimados baseados no modelo UFRGS para São Sebastião
2024-08-30,Estância Velha,Furto,,Leste,Modelo UFRGS (estimado),-30.0448240013608,-51.27315016681142,Dados estimados baseados no modelo UFRGS para Estância Velha
2024-08-30,São Sebastião,Roubo de veículo,,Leste,Modelo UFRGS (estimado),-30.057786911673603,-51.16223995845752,Dados estimados baseados no modelo UFRGS para São Sebastião
2024-08-31,Farrapos,Lesão corporal,,Norte,Modelo UFRGS (estimado),-30.03547555530854,-51.12764278031599,Dados estimados baseados no modelo UFRGS para Farrapos
2024-08-31,Santa Maria Goretti,Lesão corporal,,Norte,Modelo UFRGS (estimado),-30.100600481727213,-51.1781545881852,Dados estimados baseados no modelo UFRGS para Santa Maria Goretti
2024-08-31,Passo das Pedras,Ameaça,,Oeste,Modelo UFRGS (estimado),-30.101008166086903,-51.18526745900216,Dados estimados baseados no modelo UFRGS para Passo das Pedras
2024-09-01,Fazenda São Borja,Lesão corporal,,Leste,Modelo UFRGS (estimado),-30.01596858588105,-51.28137187631398,Dados estimados baseados no modelo UFRGS para Fazenda São Borja
2024-09-01,Extrema,Lesão corporal,,Oeste,Modelo UFRGS (estimado),-29.986405537885258,-51.30102622862871,Dados estimados baseados no modelo UFRGS para Extrema
2024-09-01,Chácara do Banco,Lesão corporal,,Oeste,Modelo UFRGS (estimado),-30.074117572255314,-51.24923817846869,Dados estimados baseados no modelo UFRGS para Chácara do Banco
2024-09-01,Anchieta,Tráfico de drogas,1.0,Norte,SSP-RS (distribuído),,,
2024-09-01,Lageado,Ameaça,1.0,Sul,SSP-RS (distribuído),,,
2024-09-01,Mário Quintana,Furto,10.0,Leste,SSP-RS (distribuído),,,
2024-09-01,Mário Quintana,Ameaça,1.0,Leste,SSP-RS (distribuído),,,
2024-09-01,Mont'Serrat,Roubo de veículo,1.0,Norte,SSP-RS (distribuído),,,
2024-09-01,Mont'Serrat,Roubo,5.0,Norte,SSP-RS (distribuído),,,
2024-09-01,Mont'Serrat,Lesão corporal,2.0,Norte,SSP-RS (distribuído),,,
2024-09-01,Mont'Serrat,Furto,7.0,Norte,SSP-RS (distribuído),,,
2024-09-01,Mont'Serrat,Ameaça,1.0,Norte,SSP-RS (distribuído),,,
2024-09-01,Medianeira,Roubo de veículo,2.0,Leste,SSP-RS (distribuído),,,
2024-09-01,Medianeira,Roubo,7.0,Leste,SSP-RS (distribuído),,,
2024-09-01,Medianeira,Lesão corporal,2.0,Leste,SSP-RS (distribuído),,,
2024-09-01,Medianeira,Furto,10.0,Leste,SSP-RS (distribuído),,,
2024-09-01,Medianeira,Ameaça,1.0,Leste,SSP-RS (distribuído),,,
2024-09-01,Mathias Velho,Tráfico de drogas,1.0,Norte,SSP-RS (distribuído),,,
2024-09-01,Mathias Velho,Roubo de veículo,2.0,Norte,SSP-RS (distribuído),,,
2024-09-01,Mathias Velho,Roubo,6.0,Norte,SSP-RS (distribuído),,,
2024-09-01,Mathias Velho,Lesão corporal,3.0,Norte,SSP-RS (distribuído),,,
2024-09-01,Mathias Velho,Furto,8.0,Norte,SSP-RS (distribuído),,,
2024-09-01,Mathias Velho,Ameaça,1.0,Norte,SSP-RS (distribuído),,,
2024-09-01,Marcílio Dias,Roubo de veículo,2.0,Centro,SSP-RS (distribuído),,,
2024-09-01,Mário Quintana,Lesão corporal,2.0,Leste,SSP-RS (distribuído),,,
2024-09-01,Marcílio Dias,Roubo,8.0,Centro,SSP-RS (distribuído),,,
2024-09-01,Mário Quintana,Roubo,7.0,Leste,SSP-RS (distribuído),,,
2024-09-01,Navegantes,Ameaça,1.0,Oeste,SSP-RS (distribuído),,,
2024-09-01,Pedra Redonda,Roubo,4.0,Sul,SSP-RS (distribuído),,,
2024-09-01,Pedra Redonda,Lesão corporal,2.0,Sul,SSP-RS (distribuído),,,
2024-09-01,Pedra Redonda,Furto,7.0,Sul,SSP-RS (distribuído),,,
2024-09-01,Pedra Redonda,Ameaça,1.0,Sul,SSP-RS (distribuído),,,
2024-09-01,Passo d'Areia,Tráfico de drogas,1.0,Norte,SSP-RS (distribuído),,,
2024-09-01,Passo d'Areia,Roubo de veículo,2.0,Norte,SSP-RS (distribuído),,,
2024-09-01,Passo d'Areia,Roubo,6.0,Norte,SSP-RS (distribuído),,,
2024-09-01,Passo d'Areia,Lesão corporal,3.0,Norte,SSP-RS (distribuído),,,
2024-09-01,Passo d'Areia,Furto,8.0,Norte,SSP-RS (distribuído),,,
2024-09-01,Passo d'Areia,Ameaça,1.0,Norte,SSP-RS (distribuído),,,
2024-09-01,Nonoai,Roubo de veículo,1.0,Sul,SSP-RS (distribuído),,,
2024-09-01,Nonoai,Roubo,4.0,Sul,SSP-RS (distribuído),,,
2024-09-01,Nonoai,Lesão corporal,2.0,Sul,SSP-RS (distribuído),,,
2024-09-01,Nonoai,Furto,7.0,Sul,SSP-RS (distribuído),,,
2024-09-01,Nonoai,Ameaça,1.0,Sul,SSP-RS (distribuído),,,
2024-09-01,Navegantes,Roubo de veículo,1.0,Oeste,SSP-RS (distribuído),,,
2024-09-01,Navegantes,Roubo,5.0,Oeste,SSP-RS (distribuído),,,
2024-09-01,Navegantes,Lesão corporal,2.0,Oeste,SSP-RS (distribuído),,,
2024-09-01,Navegantes,Furto,8.0,Oeste,SSP-RS (distribuído),,,
2024-09-01,Mário Quintana,Roubo de veículo,2.0,Leste,SSP-RS (distribuído),,,
2024-09-01,Pedra Redonda,Roubo de veículo,1.0,Sul,SSP-RS (distribuído),,,
2024-09-01,Marcílio Dias,Lesão corporal,3.0,Centro,SSP-RS (distribuído),,,
2024-09-01,Marcílio Dias,Ameaça,1.0,Centro,SSP-RS (distribuído),,,
2024-09-01,Jardim São Pedro,Lesão corporal,3.0,Norte,SSP-RS (distribuído),,,
2024-09-01,Jardim São Pedro,Furto,8.0,Norte,SSP-RS (distribuído),,,
2024-09-01,Jardim São Pedro,Ameaça,1.0,Norte,SSP-RS (distribuído),,,
2024-09-01,Jardim Lindóia,Tráfico de drogas,1.0,Norte,SSP-RS (distribuído),,,
2024-09-01,Jardim Lindóia,Roubo de veículo,2.0,Norte,SSP-RS (distribuído),,,
2024-09-01,Jardim Lindóia,Roubo,6.0,Norte,SSP-RS (distribuído),,,
2024-09-01,Jardim Lindóia,Lesão corporal,3.0,Norte,SSP-RS (distribuído),,,
2024-09-01,Jardim Lindóia,Furto,8.0,Norte,SSP-RS (distribuído),,,
2024-09-01,Jardim Lindóia,Ameaça,1.0,Norte,SSP-RS (distribuído),,,
2024-09-01,Jardim Botânico,Roubo de veículo,1.0,Leste,SSP-RS (distribuído),,,
2024-09-01,Jardim Botânico,Roubo,4.0,Leste,SSP-RS (distribuído),,,
2024-09-01,Jardim Botânico,Lesão corporal,1.0,Leste,SSP-RS (distribuído),,,
2024-09-01,Jardim Botânico,Furto,5.0,Leste,SSP-RS (distribuído),,,
2024-09-01,Ipanema,Tráfico de drogas,1.0,Sul,SSP-RS (distribuído),,,
2024-09-01,Ipanema,Roubo de veículo,1.0,Sul,SSP-RS (distribuído),,,
2024-09-01,Ipanema,Roubo,5.0,Sul,SSP-RS (distribuído),,,
2024-09-01,Ipanema,Lesão corporal,3.0,Sul,SSP-RS (distribuído),,,
2024-09-01,Ipanema,Furto,9.0,Sul,SSP-RS (distribuído),,,
2024-09-01,Ipanema,Ameaça,1.0,Sul,SSP-RS (distribuído),,,
2024-09-01,Jardim São Pedro,Roubo,6.0,Norte,SSP-RS (distribuído),,,
2024-09-01,Marcílio Dias,Furto,15.0,Centro,SSP-RS (distribuído),,,
2024-09-01,Jardim São Pedro,Roubo de veículo,2.0,Norte,SSP-RS (distribuído),,,
2024-09-01,Jardim do Salso,Ameaça,1.0,Leste,SSP-RS (distribuído),,,
2024-09-01,Mapa,Tráfico de drogas,1.0,Norte,SSP-RS (distribuído),,,
2024-09-01,Mapa,Roubo de veículo,2.0,Norte,SSP-RS (distribuído),,,
2024-09-01,Mapa,Roubo,6.0,Norte,SSP-RS (distribuído),,,
2024-09-01,Mapa,Lesão corporal,3.0,Norte,SSP-RS (distribuído),,,
2024-09-01,Mapa,Furto,8.0,Norte,SSP-RS (distribuído),,,
2024-09-01,Mapa,Ameaça,1.0,Norte,SSP-RS (distribuído),,,
2024-09-01,Lami,Roubo de veículo,1.0,Sul,SSP-RS (distribuído),,,
2024-09-01,Lami,Roubo,4.0,Sul,SSP-RS (distribuído),,,
2024-09-01,Lami,Lesão corporal,2.0,Sul,SSP-RS (distribuído),,,
2024-09-01,Lami,Furto,7.0,Sul,SSP-RS (distribuído),,,
2024-09-01,Lami,Ameaça,1.0,Sul,SSP-RS (distribuído),,,
2024-09-01,Lageado,Roubo de veículo,1.0,Sul,SSP-RS (distribuído),,,
2024-09-01,Lageado,Roubo,4.0,Sul,SSP-RS (distribuído),,,
2024-09-01,Lageado,Lesão corporal,2.0,Sul,SSP-RS (distribuído),,,
2024-09-01,Lageado,Furto,7.0,Sul,SSP-RS (distribuído),,,
2024-09-01,Jardim do Salso,Roubo de veículo,2.0,Leste,SSP-RS (distribuído),,,
2024-09-01,Jardim do Salso,Roubo,7.0,Leste,SSP-RS (distribuído),,,
2024-09-01,Jardim do Salso,Lesão corporal,2.0,Leste,SSP-RS (distribuído),,,
2024-09-01,Jardim do Salso,Furto,10.0,Leste,SSP-RS (distribuído),,,
2024-09-01,Jardim São Pedro,Tráfico de drogas,1.0,Norte,SSP-RS (distribuído),,,
2024-09-01,Ponta Grossa,Ameaça,1.0,Sul,SSP-RS (distribuído),,,
2024-09-01,Ponta Grossa,Furto,7.0,Sul,SSP-RS (distribuído),,,
2024-09-01,Ponta Grossa,Lesão corporal,2.0,Sul,SSP-RS (distribuído),,,
2024-09-01,Vila Conceição,Roubo,4.0,Sul,SSP-RS (distribuído),,,
2024-09-01,Vila Conceição,Lesão corporal,2.0,Sul,SSP-RS (distribuído),,,
2024-09-01,Vila Conceição,Furto,7.0,Sul,SSP-RS (distribuído),,,
2024-09-01,Vila Conceição,Ameaça,1.0,Sul,SSP-RS (distribuído),,,
2024-09-01,Vila Assunção,Roubo de veículo,1.0,Sul,SSP-RS (distribuído),,,
2024-09-01,Vila Assunção,Roubo,4.0,Sul,SSP-RS (distribuído),,,
2024-09-01,Vila Assunção,Lesão corporal,2.0,Sul,SSP-RS (distribuído),,,
2024-09-01,Vila Assunção,Furto,7.0,Sul,SSP-RS (distribuído),,,
2024-09-01,Vila Assunção,Ameaça,1.0,Sul,SSP-RS (distribuído),,,
2024-09-01,Três Figueiras,Tráfico de drogas,1.0,Leste,SSP-RS (distribuído),,,
2024-09-01,Três Figueiras,Roubo de veículo,3.0,Leste,SSP-RS (distribuído),,,
2024-09-01,Três Figueiras,Roubo,11.0,Leste,SSP-RS (distribuído),,,
2024-09-01,Três Figueiras,Lesão corporal,4.0,Leste,SSP-RS (distribuído),,,
2024-09-01,Três Figueiras,Furto,15.0,Leste,SSP-RS (distribuído),,,
2024-09-01,Três Figueiras,Ameaça,1.0,Leste,SSP-RS (distribuído),,,
2024-09-01,Tristeza,Tráfico de drogas,1.0,Sul,SSP-RS (distribuído),,,
2024-09-01,Tristeza,Roubo de veículo,2.0,Sul,SSP-RS (distribuído),,,
2024-09-01,Tristeza,Roubo,7.0,Sul,SSP-RS (distribuído),,,
2024-09-01,Tristeza,Lesão corporal,4.0,Sul,SSP-RS (distribuído),,,
2024-09-01,Vila Conceição,Roubo de veículo,1.0,Sul,SSP-RS (distribuído),,,
2024-09-01,Tristeza,Furto,11.0,Sul,SSP-RS (distribuído),,,
2024-09-01,Vila Ipiranga,Ameaça,1.0,Norte,SSP-RS (distribuído),,,
2024-09-01,Vila Ipiranga,Lesão corporal,3.0,Norte,SSP-RS (distribuído),,,
2024-09-01,Volta do Guerino,Roubo de veículo,2.0,Leste,SSP-RS (distribuído),,,
2024-09-01,Volta do Guerino,Roubo,7.0,Leste,SSP-RS (distribuído),,,
2024-09-01,Volta do Guerino,Lesão corporal,2.0,Leste,SSP-RS (distribuído),,,
2024-09-01,Volta do Guerino,Furto,10.0,Leste,SSP-RS (distribuído),,,
2024-09-01,Volta do Guerino,Ameaça,1.0,Leste,SSP-RS (distribuído),,,
2024-09-01,Vila Nova,Roubo de veículo,1.0,Sul,SSP-RS (distribuído),,,
2024-09-01,Vila Nova,Roubo,4.0,Sul,SSP-RS (distribuído),,,
2024-09-01,Vila Nova,Lesão corporal,2.0,Sul,SSP-RS (distribuído),,,
2024-09-01,Vila Nova,Furto,7.0,Sul,SSP-RS (distribuído),,,
2024-09-01,Vila Nova,Ameaça,1.0,Sul,SSP-RS (distribuído),,,
2024-09-01,Vila João Pessoa,Roubo de veículo,2.0,Leste,SSP-RS (distribuído),,,
2024-09-01,Vila João Pessoa,Roubo,7.0,Leste,SSP-RS (distribuído),,,
2024-09-01,Vila João Pessoa,Lesão corporal,2.0,Leste,SSP-RS (distribuído),,,
2024-09-01,Vila João Pessoa,Furto,10.0,Leste,SSP-RS (distribuído),,,
2024-09-01,São Sebastião,Ameaça,,Leste,Modelo UFRGS (estimado),-30.04389135301868,-51.12741071061958,Dados estimados baseados no modelo UFRGS para São Sebastião
2024-09-01,Vila João Pessoa,Ameaça,1.0,Leste,SSP-RS (distribuído),,,
2024-09-01,Vila Ipiranga,Tráfico de drogas,1.0,Norte,SSP-RS (distribuído),,,
2024-09-01,Vila Ipiranga,Roubo de veículo,2.0,Norte,SSP-RS (distribuído),,,
2024-09-01,Vila Ipiranga,Roubo,6.0,Norte,SSP-RS (distribuído),,,
2024-09-01,Vila Ipiranga,Furto,8.0,Norte,SSP-RS (distribuído),,,
2024-09-01,Tristeza,Ameaça,2.0,Sul,SSP-RS (distribuído),,,
2024-09-01,Sétimo Céu,Roubo de veículo,1.0,Sul,SSP-RS (distribuído),,,
2024-09-01,Sétimo Céu,Roubo,4.0,Sul,SSP-RS (distribuído),,,
2024-09-01,Serraria,Ameaça,1.0,Sul,SSP-RS (distribuído),,,
2024-09-01,Santo Antônio,Roubo de veículo,2.0,Leste,SSP-RS (distribuído),,,
2024-09-01,Santo Antônio,Roubo,7.0,Leste,SSP-RS (distribuído),,,
2024-09-01,Santo Antônio,Lesão corporal,2.0,Leste,SSP-RS (distribuído),,,
2024-09-01,Santo Antônio,Furto,10.0,Leste,SSP-RS (distribuído),,,
2024-09-01,Santo Antônio,Ameaça,1.0,Leste,SSP-RS (distribuído),,,
2024-09-01,Santa Cecília,Roubo de veículo,2.0,Centro,SSP-RS (distribuído),,,
2024-09-01,Santa Cecília,Roubo,8.0,Centro,SSP-RS (distribuído),,,
2024-09-01,Santa Cecília,Lesão corporal,3.0,Centro,SSP-RS (distribuído),,,
2024-09-01,Santa Cecília,Furto,15.0,Centro,SSP-RS (distribuído),,,
2024-09-01,Santa Cecília,Ameaça,1.0,Centro,SSP-RS (distribuído),,,
2024-09-01,Rubem Berta,Tráfico de drogas,2.0,Norte,SSP-RS (distribuído),,,
2024-09-01,Rubem Berta,Roubo de veículo,4.0,Norte,SSP-RS (distribuído),,,
2024-09-01,Rubem Berta,Roubo,13.0,Norte,SSP-RS (distribuído),,,
2024-09-01,Rubem Berta,Lesão corporal,6.0,Norte,SSP-RS (distribuído),,,
2024-09-01,Rubem Berta,Furto,17.0,Norte,SSP-RS (distribuído),,,
2024-09-01,Rubem Berta,Ameaça,2.0,Norte,SSP-RS (distribuído),,,
2024-09-01,Ponta Grossa,Roubo de veículo,1.0,Sul,SSP-RS (distribuído),,,
2024-09-01,Ponta Grossa,Roubo,4.0,Sul,SSP-RS (distribuído),,,
2024-09-01,Serraria,Furto,7.0,Sul,SSP-RS (distribuído),,,
2024-09-01,Serraria,Lesão corporal,2.0,Sul,SSP-RS (distribuído),,,
2024-09-01,Serraria,Roubo,4.0,Sul,SSP-RS (distribuído),,,
2024-09-01,Serraria,Roubo de veículo,1.0,Sul,SSP-RS (distribuído),,,
2024-09-01,Sétimo Céu,Lesão corporal,2.0,Sul,SSP-RS (distribuído),,,
2024-09-01,Sétimo Céu,Furto,7.0,Sul,SSP-RS (distribuído),,,
2024-09-01,Sétimo Céu,Ameaça,1.0,Sul,SSP-RS (distribuído),,,
2024-09-01,São João,Tráfico de drogas,1.0,Norte,SSP-RS (distribuído),,,
2024-09-01,São João,Roubo de veículo,2.0,Norte,SSP-RS (distribuído),,,
2024-09-01,São João,Roubo,6.0,Norte,SSP-RS (distribuído),,,
2024-09-01,São João,Lesão corporal,3.0,Norte,SSP-RS (distribuído),,,
2024-09-01,São João,Furto,8.0,Norte,SSP-RS (distribuído),,,
2024-09-01,São João,Ameaça,1.0,Norte,SSP-RS (distribuído),,,
2024-09-01,Independência,Tráfico de drogas,1.0,Norte,SSP-RS (distribuído),,,
2024-09-01,São José,Roubo de veículo,2.0,Leste,SSP-RS (distribuído),,,
2024-09-01,São José,Lesão corporal,2.0,Leste,SSP-RS (distribuído),,,
2024-09-01,São José,Furto,10.0,Leste,SSP-RS (distribuído),,,
2024-09-01,São José,Ameaça,1.0,Leste,SSP-RS (distribuído),,,
2024-09-01,São Geraldo,Tráfico de drogas,1.0,Norte,SSP-RS (distribuído),,,
2024-09-01,São Geraldo,Roubo de veículo,2.0,Norte,SSP-RS (distribuído),,,
2024-09-01,São Geraldo,Roubo,6.0,Norte,SSP-RS (distribuído),,,
2024-09-01,São Geraldo,Lesão corporal,3.0,Norte,SSP-RS (distribuído),,,
2024-09-01,São Geraldo,Furto,8.0,Norte,SSP-RS (distribuído),,,
2024-09-01,São Geraldo,Ameaça,1.0,Norte,SSP-RS (distribuído),,,
2024-09-01,São José,Roubo,7.0,Leste,SSP-RS (distribuído),,,
2024-09-01,Independência,Roubo de veículo,2.0,Norte,SSP-RS (distribuído),,,
2024-09-01,Azenha,Furto,8.0,Centro,SSP-RS (distribuído),,,
2024-09-01,Centro Histórico,Tráfico de drogas,1.0,Centro,Dataset Original,,,
2024-09-01,Cidade Baixa,Violência doméstica,1.0,Centro,Dataset Original,,,
2024-09-01,Chapéu do Sol,Roubo de veículo,1.0,Sul,SSP-RS (distribuído),,,
2024-09-01,Chapéu do Sol,Roubo,4.0,Sul,SSP-RS (distribuído),,,
2024-09-01,Chapéu do Sol,Lesão corporal,2.0,Sul,SSP-RS (distribuído),,,
2024-09-01,Aberta dos Morros,Ameaça,1.0,Sul,SSP-RS (distribuído),,,
2024-09-01,Chapéu do Sol,Furto,7.0,Sul,SSP-RS (distribuído),,,
2024-09-01,Coronel Aparício Borges,Ameaça,1.0,Sul,SSP-RS (distribuído),,,
2024-09-01,Chapéu do Sol,Ameaça,1.0,Sul,SSP-RS (distribuído),,,
2024-09-01,Cavalhada,Roubo de veículo,4.0,Sul,SSP-RS (distribuído),,,
2024-09-01,Bela Vista,Furto,10.0,Leste,SSP-RS (distribuído),,,
2024-09-01,Cavalhada,Roubo,13.0,Sul,SSP-RS (distribuído),,,
2024-09-01,Cavalhada,Lesão corporal,8.0,Sul,SSP-RS (distribuído),,,
2024-09-01,Cavalhada,Furto,21.0,Sul,SSP-RS (distribuído),,,
2024-09-01,Cavalhada,Ameaça,3.0,Sul,SSP-RS (distribuído),,,
2024-09-01,Cavalhada,Tráfico de drogas,2.0,Sul,SSP-RS (distribuído),,,
2024-09-01,Bela Vista,Ameaça,1.0,Leste,SSP-RS (distribuído),,,
2024-09-01,Coronel Aparício Borges,Furto,7.0,Sul,SSP-RS (distribuído),,,
2024-09-01,Coronel Aparício Borges,Lesão corporal,2.0,Sul,SSP-RS (distribuído),,,
2024-09-01,Espírito Santo,Roubo,4.0,Sul,SSP-RS (distribuído),,,
2024-09-01,Ilha Grande dos Marinheiros,Homicídio,,Leste,Modelo UFRGS (estimado),-29.96285247424453,-51.224310736769816,Dados estimados baseados no modelo UFRGS para Ilha Grande dos Marinheiros
2024-09-01,Espírito Santo,Lesão corporal,2.0,Sul,SSP-RS (distribuído),,,
2024-09-01,Espírito Santo,Furto,7.0,Sul,SSP-RS (distribuído),,,
2024-09-01,Belém Velho,Roubo,4.0,Sul,SSP-RS (distribuído),,,
2024-09-01,Espírito Santo,Ameaça,1.0,Sul,SSP-RS (distribuído),,,
2024-09-01,Cristal,Roubo de veículo,2.0,Leste,SSP-RS (distribuído),,,
2024-09-01,Azenha,Roubo,4.0,Centro,SSP-RS (distribuído),,,
2024-09-01,Cristal,Roubo,7.0,Leste,SSP-RS (distribuído),,,
2024-09-01,Cristal,Lesão corporal,2.0,Leste,SSP-RS (distribuído),,,
2024-09-01,Azenha,Roubo de veículo,1.0,Centro,SSP-RS (distribuído),,,
2024-09-01,Cristal,Furto,10.0,Leste,SSP-RS (distribuído),,,
2024-09-01,Cristal,Ameaça,1.0,Leste,SSP-RS (distribuído),,,
2024-09-01,Coronel Aparício Borges,Roubo de veículo,1.0,Sul,SSP-RS (distribuído),,,
2024-09-01,Coronel Aparício Borges,Roubo,4.0,Sul,SSP-RS (distribuído),,,
2024-09-01,Bela Vista,Lesão corporal,2.0,Leste,SSP-RS (distribuído),,,
2024-09-01,Agronomia,Furto,10.0,Leste,SSP-RS (distribuído),,,
2024-09-01,Cascata,Roubo de veículo,2.0,Leste,SSP-RS (distribuído),,,
2024-09-01,Aberta dos Morros,Furto,7.0,Sul,SSP-RS (distribuído),,,
2024-09-01,Camaquã,Furto,10.0,Leste,SSP-RS (distribuído),,,
2024-09-01,Belém Novo,Roubo,4.0,Sul,SSP-RS (distribuído),,,
2024-09-01,Belém Novo,Roubo de veículo,1.0,Sul,SSP-RS (distribuído),,,
2024-09-01,Aberta dos Morros,Roubo de veículo,1.0,Sul,SSP-RS (distribuído),,,
2024-09-01,Belém Velho,Ameaça,1.0,Sul,SSP-RS (distribuído),,,
2024-09-01,Camaquã,Ameaça,1.0,Leste,SSP-RS (distribuído),,,
2024-09-01,Bom Fim,Homicídio,1.0,Norte,Dataset Original,,,
2024-09-01,Boa Vista,Roubo de veículo,2.0,Leste,SSP-RS (distribuído),,,
2024-09-01,Boa Vista,Roubo,7.0,Leste,SSP-RS (distribuído),,,
2024-09-01,Boa Vista,Lesão corporal,2.0,Leste,SSP-RS (distribuído),,,
2024-09-01,Boa Vista,Furto,10.0,Leste,SSP-RS (distribuído),,,
2024-09-01,Belém Velho,Furto,7.0,Sul,SSP-RS (distribuído),,,
2024-09-01,Boa Vista,Ameaça,1.0,Leste,SSP-RS (distribuído),,,
2024-09-01,Belém Velho,Roubo de veículo,1.0,Sul,SSP-RS (distribuído),,,
2024-09-01,Agronomia,Ameaça,1.0,Leste,SSP-RS (distribuído),,,
2024-09-01,Aberta dos Morros,Roubo,4.0,Sul,SSP-RS (distribuído),,,
2024-09-01,Espírito Santo,Roubo de veículo,1.0,Sul,SSP-RS (distribuído),,,
2024-09-01,Belém Novo,Lesão corporal,2.0,Sul,SSP-RS (distribuído),,,
2024-09-01,Belém Novo,Furto,7.0,Sul,SSP-RS (distribuído),,,
2024-09-01,Cascata,Roubo,7.0,Leste,SSP-RS (distribuído),,,
2024-09-01,Cascata,Lesão corporal,2.0,Leste,SSP-RS (distribuído),,,
2024-09-01,Cascata,Furto,10.0,Leste,SSP-RS (distribuído),,,
2024-09-01,Cascata,Ameaça,1.0,Leste,SSP-RS (distribuído),,,
2024-09-01,Bela Vista,Roubo,7.0,Leste,SSP-RS (distribuído),,,
2024-09-01,Aberta dos Morros,Lesão corporal,2.0,Sul,SSP-RS (distribuído),,,
2024-09-01,Bela Vista,Roubo de veículo,2.0,Leste,SSP-RS (distribuído),,,
2024-09-01,Campo Novo,Roubo de veículo,1.0,Sul,SSP-RS (distribuído),,,
2024-09-01,Campo Novo,Roubo,4.0,Sul,SSP-RS (distribuído),,,
2024-09-01,Campo Novo,Lesão corporal,2.0,Sul,SSP-RS (distribuído),,,
2024-09-01,Campo Novo,Furto,7.0,Sul,SSP-RS (distribuído),,,
2024-09-01,Belém Novo,Ameaça,1.0,Sul,SSP-RS (distribuído),,,
2024-09-01,Campo Novo,Ameaça,1.0,Sul,SSP-RS (distribuído),,,
2024-09-01,Camaquã,Roubo de veículo,2.0,Leste,SSP-RS (distribuído),,,
2024-09-01,Camaquã,Roubo,7.0,Leste,SSP-RS (distribuído),,,
2024-09-01,Camaquã,Lesão corporal,2.0,Leste,SSP-RS (distribuído),,,
2024-09-01,Auxiliadora,Tráfico de drogas,2.0,Norte,SSP-RS (distribuído),,,
2024-09-01,Azenha,Lesão corporal,2.0,Centro,SSP-RS (distribuído),,,
2024-09-01,Humaitá,Roubo,5.0,Oeste,SSP-RS (distribuído),,,
2024-09-01,Anchieta,Roubo de veículo,2.0,Norte,SSP-RS (distribuído),,,
2024-09-01,Ilha da Pintada,Ameaça,1.0,Oeste,SSP-RS (distribuído),,,
2024-09-01,Agronomia,Lesão corporal,2.0,Leste,SSP-RS (distribuído),,,
2024-09-01,Hípica,Roubo de veículo,1.0,Sul,SSP-RS (distribuído),,,
2024-09-01,Hípica,Roubo,4.0,Sul,SSP-RS (distribuído),,,
2024-09-01,Hípica,Lesão corporal,2.0,Sul,SSP-RS (distribuído),,,
2024-09-01,Hípica,Furto,7.0,Sul,SSP-RS (distribuído),,,
2024-09-01,Hípica,Ameaça,1.0,Sul,SSP-RS (distribuído),,,
2024-09-01,Humaitá,Roubo de veículo,1.0,Oeste,SSP-RS (distribuído),,,
2024-09-01,Glória,Ameaça,1.0,Leste,SSP-RS (distribuído),,,
2024-09-01,Arquipélago,Ameaça,1.0,Oeste,SSP-RS (distribuído),,,
2024-09-01,Arquipélago,Furto,8.0,Oeste,SSP-RS (distribuído),,,
2024-09-01,Arquipélago,Lesão corporal,2.0,Oeste,SSP-RS (distribuído),,,
2024-09-01,Humaitá,Lesão corporal,2.0,Oeste,SSP-RS (distribuído),,,
2024-09-01,Humaitá,Furto,8.0,Oeste,SSP-RS (distribuído),,,
2024-09-01,Anchieta,Roubo,6.0,Norte,SSP-RS (distribuído),,,
2024-09-01,Humaitá,Ameaça,1.0,Oeste,SSP-RS (distribuído),,,
2024-09-01,Ilha da Pintada,Furto,8.0,Oeste,SSP-RS (distribuído),,,
2024-09-01,Ilha da Pintada,Roubo,5.0,Oeste,SSP-RS (distribuído),,,
2024-09-01,Independência,Roubo,6.0,Norte,SSP-RS (distribuído),,,
2024-09-01,Independência,Lesão corporal,3.0,Norte,SSP-RS (distribuído),,,
2024-09-01,Agronomia,Roubo,7.0,Leste,SSP-RS (distribuído),,,
